instant,dteday,season,year,month,hours,holiday,one_of_week,weather_situation,temp,atemp,humidity,wind_speed,casual,registered,count_cr,category_days,humidity_category,work_hours
179,2011-01-08,Spring,2011,Jan,17,0,Saturday,Clear,0.16,0.1212,37.0,0.5522,5,64,69,Weekend,Terlalu kering,Non-Work Hours
180,2011-01-08,Spring,2011,Jan,18,0,Saturday,Clear,0.14,0.1212,39.0,0.2985,3,52,55,Weekend,Terlalu kering,Non-Work Hours
181,2011-01-08,Spring,2011,Jan,19,0,Saturday,Clear,0.14,0.1212,36.0,0.2537,4,26,30,Weekend,Terlalu kering,Non-Work Hours
182,2011-01-08,Spring,2011,Jan,20,0,Saturday,Clear,0.12,0.1212,36.0,0.2537,0,28,28,Weekend,Terlalu kering,Non-Work Hours
183,2011-01-08,Spring,2011,Jan,21,0,Saturday,Clear,0.12,0.1061,39.0,0.3582,2,35,37,Weekend,Terlalu kering,Non-Work Hours
184,2011-01-08,Spring,2011,Jan,22,0,Saturday,Clear,0.12,0.1061,36.0,0.3881,1,33,34,Weekend,Terlalu kering,Non-Work Hours
185,2011-01-08,Spring,2011,Jan,23,0,Saturday,Clear,0.1,0.0606,39.0,0.4478,0,22,22,Weekend,Terlalu kering,Non-Work Hours
186,2011-01-09,Spring,2011,Jan,0,0,Sunday,Clear,0.1,0.0758,42.0,0.3881,1,24,25,Weekend,Terlalu kering,Non-Work Hours
187,2011-01-09,Spring,2011,Jan,1,0,Sunday,Clear,0.1,0.0606,42.0,0.4627,0,12,12,Weekend,Terlalu kering,Non-Work Hours
188,2011-01-09,Spring,2011,Jan,2,0,Sunday,Clear,0.1,0.0606,46.0,0.4627,0,11,11,Weekend,Ideal,Non-Work Hours
189,2011-01-09,Spring,2011,Jan,3,0,Sunday,Clear,0.1,0.0758,46.0,0.4179,0,4,4,Weekend,Ideal,Non-Work Hours
190,2011-01-09,Spring,2011,Jan,4,0,Sunday,Clear,0.08,0.0909,53.0,0.194,0,1,1,Weekend,Ideal,Non-Work Hours
191,2011-01-09,Spring,2011,Jan,5,0,Sunday,Clear,0.08,0.0909,53.0,0.194,0,1,1,Weekend,Ideal,Non-Work Hours
192,2011-01-09,Spring,2011,Jan,6,0,Sunday,Clear,0.1,0.0909,49.0,0.2836,0,1,1,Weekend,Ideal,Non-Work Hours
193,2011-01-09,Spring,2011,Jan,7,0,Sunday,Clear,0.08,0.0909,53.0,0.194,1,5,6,Weekend,Ideal,Work Hours
194,2011-01-09,Spring,2011,Jan,8,0,Sunday,Clear,0.1,0.0909,49.0,0.2836,0,10,10,Weekend,Ideal,Work Hours
195,2011-01-09,Spring,2011,Jan,9,0,Sunday,Clear,0.12,0.0758,46.0,0.5224,0,19,19,Weekend,Ideal,Work Hours
196,2011-01-09,Spring,2011,Jan,10,0,Sunday,Clear,0.14,0.1061,43.0,0.3881,0,49,49,Weekend,Terlalu kering,Work Hours
197,2011-01-09,Spring,2011,Jan,11,0,Sunday,Clear,0.16,0.1212,40.0,0.5224,2,47,49,Weekend,Terlalu kering,Work Hours
198,2011-01-09,Spring,2011,Jan,12,0,Sunday,Clear,0.18,0.1364,37.0,0.4478,4,79,83,Weekend,Terlalu kering,Work Hours
199,2011-01-09,Spring,2011,Jan,13,0,Sunday,Clear,0.2,0.1667,34.0,0.4478,6,69,75,Weekend,Terlalu kering,Work Hours
200,2011-01-09,Spring,2011,Jan,14,0,Sunday,Clear,0.22,0.1818,32.0,0.4627,8,64,72,Weekend,Terlalu kering,Work Hours
201,2011-01-09,Spring,2011,Jan,15,0,Sunday,Clear,0.22,0.197,35.0,0.3582,5,77,82,Weekend,Terlalu kering,Work Hours
202,2011-01-09,Spring,2011,Jan,16,0,Sunday,Clear,0.2,0.1667,34.0,0.4478,13,79,92,Weekend,Terlalu kering,Work Hours
203,2011-01-09,Spring,2011,Jan,17,0,Sunday,Clear,0.18,0.1515,37.0,0.3881,3,59,62,Weekend,Terlalu kering,Non-Work Hours
204,2011-01-09,Spring,2011,Jan,18,0,Sunday,Clear,0.16,0.1364,40.0,0.3284,4,44,48,Weekend,Terlalu kering,Non-Work Hours
205,2011-01-09,Spring,2011,Jan,19,0,Sunday,Clear,0.16,0.1364,43.0,0.3284,1,40,41,Weekend,Terlalu kering,Non-Work Hours
206,2011-01-09,Spring,2011,Jan,20,0,Sunday,Clear,0.14,0.1212,46.0,0.2537,0,38,38,Weekend,Ideal,Non-Work Hours
207,2011-01-09,Spring,2011,Jan,21,0,Sunday,Clear,0.14,0.1061,46.0,0.4179,1,19,20,Weekend,Ideal,Non-Work Hours
208,2011-01-09,Spring,2011,Jan,22,0,Sunday,Clear,0.14,0.1212,46.0,0.2985,5,10,15,Weekend,Ideal,Non-Work Hours
209,2011-01-09,Spring,2011,Jan,23,0,Sunday,Clear,0.12,0.1364,50.0,0.194,0,6,6,Weekend,Ideal,Non-Work Hours
210,2011-01-10,Spring,2011,Jan,0,0,Monday,Clear,0.12,0.1212,50.0,0.2836,2,3,5,Weekday,Ideal,Non-Work Hours
211,2011-01-10,Spring,2011,Jan,1,0,Monday,Clear,0.12,0.1212,50.0,0.2836,1,0,1,Weekday,Ideal,Non-Work Hours
212,2011-01-10,Spring,2011,Jan,2,0,Monday,Clear,0.12,0.1212,50.0,0.2239,0,3,3,Weekday,Ideal,Non-Work Hours
213,2011-01-10,Spring,2011,Jan,3,0,Monday,Clear,0.12,0.1212,50.0,0.2239,0,1,1,Weekday,Ideal,Non-Work Hours
214,2011-01-10,Spring,2011,Jan,4,0,Monday,Clear,0.1,0.1212,54.0,0.1343,1,2,3,Weekday,Ideal,Non-Work Hours
215,2011-01-10,Spring,2011,Jan,5,0,Monday,Clear,0.1,0.1061,54.0,0.2537,0,3,3,Weekday,Ideal,Non-Work Hours
216,2011-01-10,Spring,2011,Jan,6,0,Monday,Clear,0.12,0.1212,50.0,0.2836,0,31,31,Weekday,Ideal,Non-Work Hours
217,2011-01-10,Spring,2011,Jan,7,0,Monday,Clear,0.12,0.1212,50.0,0.2239,2,75,77,Weekday,Ideal,Work Hours
218,2011-01-10,Spring,2011,Jan,8,0,Monday,Misty,0.12,0.1212,50.0,0.2836,4,184,188,Weekday,Ideal,Work Hours
219,2011-01-10,Spring,2011,Jan,9,0,Monday,Misty,0.14,0.1212,50.0,0.2537,2,92,94,Weekday,Ideal,Work Hours
220,2011-01-10,Spring,2011,Jan,10,0,Monday,Misty,0.14,0.1212,50.0,0.2985,0,31,31,Weekday,Ideal,Work Hours
221,2011-01-10,Spring,2011,Jan,11,0,Monday,Misty,0.16,0.1364,47.0,0.2836,2,28,30,Weekday,Ideal,Work Hours
222,2011-01-10,Spring,2011,Jan,12,0,Monday,Misty,0.2,0.1818,40.0,0.2836,5,47,52,Weekday,Terlalu kering,Work Hours
223,2011-01-10,Spring,2011,Jan,13,0,Monday,Misty,0.2,0.1818,40.0,0.2836,4,50,54,Weekday,Terlalu kering,Work Hours
224,2011-01-10,Spring,2011,Jan,14,0,Monday,Misty,0.2,0.197,40.0,0.2239,0,47,47,Weekday,Terlalu kering,Work Hours
225,2011-01-10,Spring,2011,Jan,15,0,Monday,Misty,0.2,0.197,40.0,0.2239,2,43,45,Weekday,Terlalu kering,Work Hours
226,2011-01-10,Spring,2011,Jan,16,0,Monday,Clear,0.2,0.2121,40.0,0.1343,4,70,74,Weekday,Terlalu kering,Work Hours
227,2011-01-10,Spring,2011,Jan,17,0,Monday,Clear,0.2,0.2273,40.0,0.1045,4,174,178,Weekday,Terlalu kering,Non-Work Hours
228,2011-01-10,Spring,2011,Jan,18,0,Monday,Clear,0.2,0.197,40.0,0.2239,1,154,155,Weekday,Terlalu kering,Non-Work Hours
229,2011-01-10,Spring,2011,Jan,19,0,Monday,Clear,0.16,0.1667,47.0,0.1642,3,92,95,Weekday,Ideal,Non-Work Hours
230,2011-01-10,Spring,2011,Jan,20,0,Monday,Clear,0.16,0.1667,50.0,0.1642,1,73,74,Weekday,Ideal,Non-Work Hours
231,2011-01-10,Spring,2011,Jan,21,0,Monday,Clear,0.14,0.1364,59.0,0.194,1,37,38,Weekday,Ideal,Non-Work Hours
232,2011-01-10,Spring,2011,Jan,22,0,Monday,Clear,0.14,0.1515,59.0,0.1642,2,22,24,Weekday,Ideal,Non-Work Hours
233,2011-01-10,Spring,2011,Jan,23,0,Monday,Clear,0.14,0.1515,59.0,0.1642,0,18,18,Weekday,Ideal,Non-Work Hours
234,2011-01-11,Spring,2011,Jan,0,0,Tuesday,Clear,0.14,0.1667,59.0,0.1045,2,10,12,Weekday,Ideal,Non-Work Hours
235,2011-01-11,Spring,2011,Jan,1,0,Tuesday,Clear,0.14,0.1515,59.0,0.1642,0,3,3,Weekday,Ideal,Non-Work Hours
236,2011-01-11,Spring,2011,Jan,2,0,Tuesday,Misty,0.16,0.1515,55.00000000000001,0.194,0,3,3,Weekday,Ideal,Non-Work Hours
237,2011-01-11,Spring,2011,Jan,5,0,Tuesday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,6,6,Weekday,Ideal,Non-Work Hours
238,2011-01-11,Spring,2011,Jan,6,0,Tuesday,Misty,0.16,0.1818,55.00000000000001,0.1343,0,27,27,Weekday,Ideal,Non-Work Hours
239,2011-01-11,Spring,2011,Jan,7,0,Tuesday,Misty,0.16,0.2273,55.00000000000001,0.0,2,97,99,Weekday,Ideal,Work Hours
240,2011-01-11,Spring,2011,Jan,8,0,Tuesday,Misty,0.18,0.2121,51.0,0.0896,3,214,217,Weekday,Ideal,Work Hours
241,2011-01-11,Spring,2011,Jan,9,0,Tuesday,Misty,0.18,0.197,51.0,0.1642,3,127,130,Weekday,Ideal,Work Hours
242,2011-01-11,Spring,2011,Jan,10,0,Tuesday,Misty,0.2,0.2121,51.0,0.1642,3,51,54,Weekday,Ideal,Work Hours
243,2011-01-11,Spring,2011,Jan,11,0,Tuesday,Misty,0.2,0.2121,47.0,0.1343,4,31,35,Weekday,Ideal,Work Hours
244,2011-01-11,Spring,2011,Jan,12,0,Tuesday,Misty,0.2,0.2273,51.0,0.1045,2,55,57,Weekday,Ideal,Work Hours
245,2011-01-11,Spring,2011,Jan,13,0,Tuesday,Misty,0.2,0.2273,59.0,0.0896,6,46,52,Weekday,Ideal,Work Hours
246,2011-01-11,Spring,2011,Jan,14,0,Tuesday,Misty,0.2,0.2273,59.0,0.0896,3,60,63,Weekday,Ideal,Work Hours
247,2011-01-11,Spring,2011,Jan,15,0,Tuesday,Misty,0.16,0.197,80.0,0.0896,2,45,47,Weekday,Terlalu Lembab,Work Hours
248,2011-01-11,Spring,2011,Jan,16,0,Tuesday,Misty,0.16,0.1515,86.0,0.2239,4,72,76,Weekday,Terlalu Lembab,Work Hours
249,2011-01-11,Spring,2011,Jan,17,0,Tuesday,Misty,0.16,0.1515,86.0,0.2239,6,130,136,Weekday,Terlalu Lembab,Non-Work Hours
250,2011-01-11,Spring,2011,Jan,18,0,Tuesday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,94,95,Weekday,Terlalu Lembab,Non-Work Hours
251,2011-01-11,Spring,2011,Jan,19,0,Tuesday,Light_rainsnow,0.16,0.2273,93.0,0.0,0,51,51,Weekday,Terlalu Lembab,Non-Work Hours
252,2011-01-11,Spring,2011,Jan,20,0,Tuesday,Light_rainsnow,0.16,0.1515,93.0,0.194,0,32,32,Weekday,Terlalu Lembab,Non-Work Hours
253,2011-01-11,Spring,2011,Jan,21,0,Tuesday,Light_rainsnow,0.16,0.197,86.0,0.0896,0,20,20,Weekday,Terlalu Lembab,Non-Work Hours
254,2011-01-11,Spring,2011,Jan,22,0,Tuesday,Light_rainsnow,0.16,0.1818,93.0,0.1045,1,28,29,Weekday,Terlalu Lembab,Non-Work Hours
255,2011-01-11,Spring,2011,Jan,23,0,Tuesday,Light_rainsnow,0.16,0.197,93.0,0.0896,1,18,19,Weekday,Terlalu Lembab,Non-Work Hours
256,2011-01-12,Spring,2011,Jan,0,0,Wednesday,Misty,0.16,0.197,86.0,0.0896,0,7,7,Weekday,Terlalu Lembab,Non-Work Hours
257,2011-01-12,Spring,2011,Jan,1,0,Wednesday,Misty,0.16,0.1818,86.0,0.1045,0,6,6,Weekday,Terlalu Lembab,Non-Work Hours
258,2011-01-12,Spring,2011,Jan,2,0,Wednesday,Clear,0.14,0.1515,86.0,0.1343,0,1,1,Weekday,Terlalu Lembab,Non-Work Hours
259,2011-01-12,Spring,2011,Jan,5,0,Wednesday,Clear,0.14,0.1515,86.0,0.1642,0,5,5,Weekday,Terlalu Lembab,Non-Work Hours
260,2011-01-12,Spring,2011,Jan,6,0,Wednesday,Clear,0.12,0.1515,93.0,0.1343,0,16,16,Weekday,Terlalu Lembab,Non-Work Hours
261,2011-01-12,Spring,2011,Jan,7,0,Wednesday,Clear,0.14,0.1515,69.0,0.1343,0,54,54,Weekday,Terlalu Lembab,Work Hours
262,2011-01-12,Spring,2011,Jan,8,0,Wednesday,Clear,0.16,0.1667,59.0,0.1642,3,125,128,Weekday,Ideal,Work Hours
263,2011-01-12,Spring,2011,Jan,9,0,Wednesday,Clear,0.16,0.1364,59.0,0.3284,3,78,81,Weekday,Ideal,Work Hours
264,2011-01-12,Spring,2011,Jan,10,0,Wednesday,Clear,0.18,0.1818,55.00000000000001,0.2239,0,39,39,Weekday,Ideal,Work Hours
265,2011-01-12,Spring,2011,Jan,11,0,Wednesday,Clear,0.2,0.1818,51.0,0.3881,3,32,35,Weekday,Ideal,Work Hours
266,2011-01-12,Spring,2011,Jan,12,0,Wednesday,Clear,0.2,0.1515,47.0,0.5821,3,52,55,Weekday,Ideal,Work Hours
267,2011-01-12,Spring,2011,Jan,13,0,Wednesday,Clear,0.22,0.197,44.0,0.3582,0,49,49,Weekday,Terlalu kering,Work Hours
268,2011-01-12,Spring,2011,Jan,14,0,Wednesday,Clear,0.2,0.1818,47.0,0.3284,0,44,44,Weekday,Ideal,Work Hours
269,2011-01-12,Spring,2011,Jan,15,0,Wednesday,Clear,0.2,0.1667,47.0,0.4179,1,48,49,Weekday,Ideal,Work Hours
270,2011-01-12,Spring,2011,Jan,16,0,Wednesday,Clear,0.22,0.197,44.0,0.3284,5,63,68,Weekday,Terlalu kering,Work Hours
271,2011-01-12,Spring,2011,Jan,17,0,Wednesday,Clear,0.2,0.1818,47.0,0.3582,0,139,139,Weekday,Ideal,Non-Work Hours
272,2011-01-12,Spring,2011,Jan,18,0,Wednesday,Clear,0.2,0.1515,47.0,0.5224,2,135,137,Weekday,Ideal,Non-Work Hours
273,2011-01-12,Spring,2011,Jan,19,0,Wednesday,Clear,0.18,0.1515,47.0,0.4179,1,82,83,Weekday,Ideal,Non-Work Hours
274,2011-01-12,Spring,2011,Jan,20,0,Wednesday,Clear,0.16,0.1364,50.0,0.3284,2,54,56,Weekday,Ideal,Non-Work Hours
275,2011-01-12,Spring,2011,Jan,21,0,Wednesday,Clear,0.16,0.1364,55.00000000000001,0.3284,0,57,57,Weekday,Ideal,Non-Work Hours
276,2011-01-12,Spring,2011,Jan,22,0,Wednesday,Clear,0.16,0.1212,55.00000000000001,0.4478,1,32,33,Weekday,Ideal,Non-Work Hours
277,2011-01-12,Spring,2011,Jan,23,0,Wednesday,Clear,0.14,0.1061,59.0,0.4179,1,19,20,Weekday,Ideal,Non-Work Hours
278,2011-01-13,Spring,2011,Jan,0,0,Thursday,Clear,0.14,0.1212,59.0,0.2836,1,6,7,Weekday,Ideal,Non-Work Hours
279,2011-01-13,Spring,2011,Jan,1,0,Thursday,Clear,0.14,0.1212,50.0,0.2836,0,2,2,Weekday,Ideal,Non-Work Hours
280,2011-01-13,Spring,2011,Jan,2,0,Thursday,Clear,0.14,0.1212,50.0,0.3582,0,2,2,Weekday,Ideal,Non-Work Hours
281,2011-01-13,Spring,2011,Jan,3,0,Thursday,Clear,0.14,0.1212,50.0,0.3284,0,3,3,Weekday,Ideal,Non-Work Hours
282,2011-01-13,Spring,2011,Jan,4,0,Thursday,Clear,0.14,0.1212,50.0,0.2537,0,4,4,Weekday,Ideal,Non-Work Hours
283,2011-01-13,Spring,2011,Jan,5,0,Thursday,Clear,0.14,0.1212,50.0,0.2985,0,3,3,Weekday,Ideal,Non-Work Hours
284,2011-01-13,Spring,2011,Jan,6,0,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,28,28,Weekday,Ideal,Non-Work Hours
285,2011-01-13,Spring,2011,Jan,7,0,Thursday,Clear,0.12,0.1515,54.0,0.1343,0,72,72,Weekday,Ideal,Work Hours
286,2011-01-13,Spring,2011,Jan,8,0,Thursday,Clear,0.14,0.1364,50.0,0.194,5,197,202,Weekday,Ideal,Work Hours
287,2011-01-13,Spring,2011,Jan,9,0,Thursday,Clear,0.14,0.1212,50.0,0.3284,2,137,139,Weekday,Ideal,Work Hours
288,2011-01-13,Spring,2011,Jan,10,0,Thursday,Misty,0.16,0.1364,50.0,0.3582,2,36,38,Weekday,Ideal,Work Hours
289,2011-01-13,Spring,2011,Jan,11,0,Thursday,Misty,0.2,0.1667,44.0,0.4478,4,33,37,Weekday,Terlalu kering,Work Hours
290,2011-01-13,Spring,2011,Jan,12,0,Thursday,Clear,0.2,0.1667,44.0,0.4179,3,49,52,Weekday,Terlalu kering,Work Hours
291,2011-01-13,Spring,2011,Jan,13,0,Thursday,Clear,0.22,0.197,41.0,0.4478,2,81,83,Weekday,Terlalu kering,Work Hours
292,2011-01-13,Spring,2011,Jan,14,0,Thursday,Clear,0.22,0.197,41.0,0.3881,3,39,42,Weekday,Terlalu kering,Work Hours
293,2011-01-13,Spring,2011,Jan,15,0,Thursday,Clear,0.24,0.2121,38.0,0.2985,5,55,60,Weekday,Terlalu kering,Work Hours
294,2011-01-13,Spring,2011,Jan,16,0,Thursday,Clear,0.24,0.2121,38.0,0.3582,2,76,78,Weekday,Terlalu kering,Work Hours
295,2011-01-13,Spring,2011,Jan,17,0,Thursday,Clear,0.2,0.1818,40.0,0.2836,4,158,162,Weekday,Terlalu kering,Non-Work Hours
296,2011-01-13,Spring,2011,Jan,18,0,Thursday,Clear,0.2,0.1818,40.0,0.3284,3,141,144,Weekday,Terlalu kering,Non-Work Hours
297,2011-01-13,Spring,2011,Jan,19,0,Thursday,Clear,0.16,0.1515,47.0,0.2537,1,98,99,Weekday,Ideal,Non-Work Hours
298,2011-01-13,Spring,2011,Jan,20,0,Thursday,Clear,0.16,0.1515,47.0,0.2239,0,64,64,Weekday,Ideal,Non-Work Hours
299,2011-01-13,Spring,2011,Jan,21,0,Thursday,Clear,0.14,0.1212,46.0,0.2985,0,40,40,Weekday,Ideal,Non-Work Hours
300,2011-01-13,Spring,2011,Jan,22,0,Thursday,Clear,0.14,0.1212,46.0,0.3284,0,30,30,Weekday,Ideal,Non-Work Hours
301,2011-01-13,Spring,2011,Jan,23,0,Thursday,Clear,0.12,0.1364,50.0,0.194,1,14,15,Weekday,Ideal,Non-Work Hours
302,2011-01-14,Spring,2011,Jan,0,0,Friday,Clear,0.12,0.1364,50.0,0.194,0,14,14,Weekday,Ideal,Non-Work Hours
303,2011-01-14,Spring,2011,Jan,1,0,Friday,Clear,0.1,0.1212,54.0,0.1642,0,5,5,Weekday,Ideal,Non-Work Hours
304,2011-01-14,Spring,2011,Jan,2,0,Friday,Clear,0.1,0.1212,54.0,0.1343,0,1,1,Weekday,Ideal,Non-Work Hours
305,2011-01-14,Spring,2011,Jan,3,0,Friday,Clear,0.1,0.1364,54.0,0.1045,0,1,1,Weekday,Ideal,Non-Work Hours
306,2011-01-14,Spring,2011,Jan,5,0,Friday,Clear,0.1,0.1364,54.0,0.0896,0,8,8,Weekday,Ideal,Non-Work Hours
307,2011-01-14,Spring,2011,Jan,6,0,Friday,Clear,0.1,0.1818,54.0,0.0,0,17,17,Weekday,Ideal,Non-Work Hours
308,2011-01-14,Spring,2011,Jan,7,0,Friday,Clear,0.1,0.1212,74.0,0.1642,0,70,70,Weekday,Terlalu Lembab,Work Hours
309,2011-01-14,Spring,2011,Jan,8,0,Friday,Clear,0.12,0.1667,68.0,0.0,2,156,158,Weekday,Terlalu Lembab,Work Hours
310,2011-01-14,Spring,2011,Jan,9,0,Friday,Clear,0.14,0.1515,69.0,0.1343,0,117,117,Weekday,Terlalu Lembab,Work Hours
311,2011-01-14,Spring,2011,Jan,10,0,Friday,Clear,0.18,0.1818,55.00000000000001,0.194,4,40,44,Weekday,Ideal,Work Hours
312,2011-01-14,Spring,2011,Jan,11,0,Friday,Clear,0.18,0.1667,51.0,0.2836,6,47,53,Weekday,Ideal,Work Hours
313,2011-01-14,Spring,2011,Jan,12,0,Friday,Clear,0.2,0.197,44.0,0.2537,2,59,61,Weekday,Terlalu kering,Work Hours
314,2011-01-14,Spring,2011,Jan,13,0,Friday,Clear,0.22,0.197,37.0,0.3881,4,73,77,Weekday,Terlalu kering,Work Hours
315,2011-01-14,Spring,2011,Jan,14,0,Friday,Clear,0.22,0.2121,41.0,0.2836,5,59,64,Weekday,Terlalu kering,Work Hours
316,2011-01-14,Spring,2011,Jan,15,0,Friday,Clear,0.24,0.2424,38.0,0.1642,9,59,68,Weekday,Terlalu kering,Work Hours
317,2011-01-14,Spring,2011,Jan,16,0,Friday,Clear,0.22,0.2424,41.0,0.1045,3,87,90,Weekday,Terlalu kering,Work Hours
318,2011-01-14,Spring,2011,Jan,17,0,Friday,Clear,0.22,0.2273,41.0,0.1642,4,155,159,Weekday,Terlalu kering,Non-Work Hours
319,2011-01-14,Spring,2011,Jan,18,0,Friday,Clear,0.2,0.2576,47.0,0.0,5,134,139,Weekday,Ideal,Non-Work Hours
320,2011-01-14,Spring,2011,Jan,19,0,Friday,Clear,0.16,0.197,59.0,0.0896,3,89,92,Weekday,Ideal,Non-Work Hours
321,2011-01-14,Spring,2011,Jan,20,0,Friday,Clear,0.18,0.2424,59.0,0.0,0,68,68,Weekday,Ideal,Non-Work Hours
322,2011-01-14,Spring,2011,Jan,21,0,Friday,Clear,0.16,0.2273,69.0,0.0,4,48,52,Weekday,Terlalu Lembab,Non-Work Hours
323,2011-01-14,Spring,2011,Jan,22,0,Friday,Misty,0.16,0.2273,69.0,0.0,2,34,36,Weekday,Terlalu Lembab,Non-Work Hours
324,2011-01-14,Spring,2011,Jan,23,0,Friday,Misty,0.18,0.2424,55.00000000000001,0.0,1,26,27,Weekday,Ideal,Non-Work Hours
325,2011-01-15,Spring,2011,Jan,0,0,Saturday,Clear,0.18,0.2424,55.00000000000001,0.0,3,25,28,Weekend,Ideal,Non-Work Hours
326,2011-01-15,Spring,2011,Jan,1,0,Saturday,Misty,0.16,0.197,59.0,0.0896,2,18,20,Weekend,Ideal,Non-Work Hours
327,2011-01-15,Spring,2011,Jan,2,0,Saturday,Misty,0.16,0.197,59.0,0.0896,0,12,12,Weekend,Ideal,Non-Work Hours
328,2011-01-15,Spring,2011,Jan,3,0,Saturday,Misty,0.16,0.2273,59.0,0.0,1,7,8,Weekend,Ideal,Non-Work Hours
329,2011-01-15,Spring,2011,Jan,4,0,Saturday,Misty,0.16,0.2273,59.0,0.0,0,5,5,Weekend,Ideal,Non-Work Hours
330,2011-01-15,Spring,2011,Jan,5,0,Saturday,Clear,0.16,0.2273,59.0,0.0,0,1,1,Weekend,Ideal,Non-Work Hours
331,2011-01-15,Spring,2011,Jan,6,0,Saturday,Clear,0.14,0.1667,63.0,0.1045,1,2,3,Weekend,Ideal,Non-Work Hours
332,2011-01-15,Spring,2011,Jan,7,0,Saturday,Clear,0.14,0.2121,63.0,0.0,1,9,10,Weekend,Ideal,Work Hours
333,2011-01-15,Spring,2011,Jan,8,0,Saturday,Clear,0.14,0.1515,63.0,0.1343,1,22,23,Weekend,Ideal,Work Hours
334,2011-01-15,Spring,2011,Jan,9,0,Saturday,Clear,0.16,0.1818,64.0,0.1343,2,31,33,Weekend,Ideal,Work Hours
335,2011-01-15,Spring,2011,Jan,10,0,Saturday,Clear,0.18,0.197,59.0,0.1642,2,57,59,Weekend,Ideal,Work Hours
336,2011-01-15,Spring,2011,Jan,11,0,Saturday,Clear,0.2,0.197,55.00000000000001,0.2239,18,54,72,Weekend,Ideal,Work Hours
337,2011-01-15,Spring,2011,Jan,12,0,Saturday,Clear,0.24,0.2273,48.0,0.2239,15,74,89,Weekend,Ideal,Work Hours
338,2011-01-15,Spring,2011,Jan,13,0,Saturday,Clear,0.28,0.2576,38.0,0.2985,21,80,101,Weekend,Terlalu kering,Work Hours
339,2011-01-15,Spring,2011,Jan,14,0,Saturday,Clear,0.3,0.2879,39.0,0.2836,26,92,118,Weekend,Terlalu kering,Work Hours
340,2011-01-15,Spring,2011,Jan,15,0,Saturday,Misty,0.32,0.3182,36.0,0.194,21,108,129,Weekend,Terlalu kering,Work Hours
341,2011-01-15,Spring,2011,Jan,16,0,Saturday,Misty,0.34,0.3333,34.0,0.194,33,95,128,Weekend,Terlalu kering,Work Hours
342,2011-01-15,Spring,2011,Jan,17,0,Saturday,Misty,0.32,0.303,36.0,0.2836,29,54,83,Weekend,Terlalu kering,Non-Work Hours
343,2011-01-15,Spring,2011,Jan,18,0,Saturday,Misty,0.3,0.2879,45.0,0.2537,15,69,84,Weekend,Ideal,Non-Work Hours
344,2011-01-15,Spring,2011,Jan,19,0,Saturday,Misty,0.32,0.303,39.0,0.2537,14,60,74,Weekend,Terlalu kering,Non-Work Hours
345,2011-01-15,Spring,2011,Jan,20,0,Saturday,Misty,0.32,0.303,39.0,0.2537,6,35,41,Weekend,Terlalu kering,Non-Work Hours
346,2011-01-15,Spring,2011,Jan,21,0,Saturday,Misty,0.32,0.303,39.0,0.2239,6,51,57,Weekend,Terlalu kering,Non-Work Hours
347,2011-01-15,Spring,2011,Jan,22,0,Saturday,Misty,0.3,0.3182,42.0,0.1045,0,26,26,Weekend,Terlalu kering,Non-Work Hours
348,2011-01-15,Spring,2011,Jan,23,0,Saturday,Clear,0.3,0.2879,45.0,0.2836,5,39,44,Weekend,Ideal,Non-Work Hours
349,2011-01-16,Spring,2011,Jan,0,0,Sunday,Clear,0.26,0.303,56.00000000000001,0.0,6,33,39,Weekend,Ideal,Non-Work Hours
350,2011-01-16,Spring,2011,Jan,1,0,Sunday,Clear,0.26,0.2727,56.00000000000001,0.1343,4,19,23,Weekend,Ideal,Non-Work Hours
351,2011-01-16,Spring,2011,Jan,2,0,Sunday,Clear,0.26,0.2879,56.00000000000001,0.0896,3,13,16,Weekend,Ideal,Non-Work Hours
352,2011-01-16,Spring,2011,Jan,3,0,Sunday,Clear,0.22,0.2727,69.0,0.0,9,6,15,Weekend,Terlalu Lembab,Non-Work Hours
353,2011-01-16,Spring,2011,Jan,4,0,Sunday,Clear,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekend,Ideal,Non-Work Hours
354,2011-01-16,Spring,2011,Jan,5,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.1642,1,1,2,Weekend,Ideal,Non-Work Hours
355,2011-01-16,Spring,2011,Jan,6,0,Sunday,Misty,0.26,0.2576,56.00000000000001,0.1642,0,1,1,Weekend,Ideal,Non-Work Hours
356,2011-01-16,Spring,2011,Jan,7,0,Sunday,Misty,0.24,0.2121,56.00000000000001,0.2985,0,3,3,Weekend,Ideal,Work Hours
357,2011-01-16,Spring,2011,Jan,8,0,Sunday,Clear,0.22,0.2121,55.00000000000001,0.2836,0,18,18,Weekend,Ideal,Work Hours
358,2011-01-16,Spring,2011,Jan,9,0,Sunday,Clear,0.22,0.2121,51.0,0.2537,3,29,32,Weekend,Ideal,Work Hours
359,2011-01-16,Spring,2011,Jan,10,0,Sunday,Clear,0.22,0.2121,51.0,0.2836,8,71,79,Weekend,Ideal,Work Hours
360,2011-01-16,Spring,2011,Jan,11,0,Sunday,Clear,0.24,0.2273,44.0,0.2537,23,70,93,Weekend,Terlalu kering,Work Hours
